,Age,Education,Occupation,Relationship,Race,Sex,Target
19350,38,Some-college,Craft-repair,Husband,White,Male,<=50K
19351,33,Bachelors,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,<=50K
19352,23,Assoc-acdm,Other-service,Wife,White,Female,<=50K
19353,67,Masters,Prof-specialty,Not-in-family,White,Male,>50K
19354,60,Bachelors,Prof-specialty,Not-in-family,White,Female,>50K
19355,39,Bachelors,Prof-specialty,Husband,White,Male,>50K
19356,32,HS-grad,Transport-moving,Husband,White,Male,>50K
19357,26,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
19358,39,HS-grad,Tech-support,Unmarried,White,Female,<=50K
19359,28,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19360,29,11th,Craft-repair,Unmarried,White,Female,<=50K
19361,43,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
19362,23,Some-college,Tech-support,Own-child,White,Male,<=50K
19363,32,Bachelors,Sales,Husband,White,Male,>50K
19364,33,Some-college,Prof-specialty,Wife,White,Female,>50K
19365,45,HS-grad,Other-service,Not-in-family,Black,Female,<=50K
19366,48,HS-grad,Craft-repair,Unmarried,White,Male,<=50K
19367,43,Prof-school,Prof-specialty,Husband,White,Male,>50K
19368,50,HS-grad,Transport-moving,Husband,White,Male,>50K
19369,63,Bachelors,Tech-support,Not-in-family,White,Male,>50K
19370,55,HS-grad,Craft-repair,Husband,White,Male,>50K
19371,22,Bachelors,Exec-managerial,Own-child,White,Female,<=50K
19372,32,HS-grad,Other-service,Unmarried,White,Male,<=50K
19373,27,Assoc-acdm,Exec-managerial,Husband,White,Male,<=50K
19374,22,Bachelors,Sales,Own-child,White,Female,<=50K
19375,44,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19376,34,HS-grad,Other-service,Not-in-family,White,Female,<=50K
19377,28,HS-grad,Machine-op-inspct,Not-in-family,White,Female,<=50K
19378,40,Masters,Prof-specialty,Wife,White,Female,>50K
19379,45,Some-college,Transport-moving,Husband,White,Male,<=50K
19380,17,10th,Other-service,Own-child,White,Male,<=50K
19381,53,12th,Craft-repair,Husband,White,Male,<=50K
19382,58,Assoc-acdm,Craft-repair,Husband,White,Male,>50K
19383,55,HS-grad,Craft-repair,Own-child,White,Male,<=50K
19384,44,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
19385,40,HS-grad,Craft-repair,Husband,White,Male,<=50K
19386,58,Masters,Exec-managerial,Husband,White,Male,<=50K
19387,38,HS-grad,Craft-repair,Husband,White,Male,>50K
19388,62,9th,Priv-house-serv,Not-in-family,Black,Female,<=50K
19389,31,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
19390,31,11th,Craft-repair,Husband,White,Male,<=50K
19391,30,HS-grad,Exec-managerial,Not-in-family,White,Male,<=50K
19392,37,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19393,38,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19394,58,12th,Farming-fishing,Husband,White,Male,<=50K
19395,30,Bachelors,Exec-managerial,Husband,White,Male,>50K
19396,28,Assoc-voc,Prof-specialty,Not-in-family,White,Female,<=50K
19397,46,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
19398,34,Bachelors,Tech-support,Not-in-family,White,Female,<=50K
19399,39,Some-college,Craft-repair,Not-in-family,White,Male,<=50K
19400,61,Some-college,Sales,Not-in-family,White,Female,<=50K
19401,30,Assoc-voc,Machine-op-inspct,Not-in-family,White,Female,<=50K
19402,31,HS-grad,Other-service,Not-in-family,White,Female,<=50K
19403,21,HS-grad,Adm-clerical,Own-child,White,Male,<=50K
19404,50,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19405,47,HS-grad,Adm-clerical,Not-in-family,White,Male,<=50K
19406,20,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
19407,23,Bachelors,Other-service,Own-child,White,Female,<=50K
19408,46,1st-4th,Other-service,Not-in-family,White,Female,<=50K
19409,20,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
19410,33,Bachelors,Sales,Husband,White,Male,>50K
19411,30,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
19412,43,Some-college,Protective-serv,Unmarried,White,Female,<=50K
19413,23,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
19414,34,Bachelors,Exec-managerial,Husband,White,Male,>50K
19415,25,Some-college,Adm-clerical,Not-in-family,White,Male,<=50K
19416,50,HS-grad,Prof-specialty,Wife,White,Female,>50K
19417,44,Masters,Exec-managerial,Wife,White,Female,>50K
19418,26,Some-college,Prof-specialty,Not-in-family,White,Female,<=50K
19419,35,Doctorate,Prof-specialty,Not-in-family,White,Female,>50K
19420,48,HS-grad,Prof-specialty,Not-in-family,White,Male,<=50K
19421,26,HS-grad,Machine-op-inspct,Not-in-family,Black,Male,<=50K
19422,41,Masters,Prof-specialty,Unmarried,White,Female,<=50K
19423,25,Bachelors,Other-service,Own-child,White,Male,<=50K
19424,33,Assoc-voc,Prof-specialty,Unmarried,White,Female,<=50K
19425,24,Bachelors,Exec-managerial,Wife,White,Female,<=50K
19426,31,Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
19427,24,Assoc-acdm,Prof-specialty,Own-child,White,Female,<=50K
19428,41,9th,Priv-house-serv,Unmarried,White,Female,<=50K
19429,38,Some-college,Craft-repair,Husband,White,Male,<=50K
19430,19,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19431,19,HS-grad,Adm-clerical,Own-child,White,Male,<=50K
19432,24,HS-grad,Other-service,Not-in-family,White,Male,<=50K
19433,59,Bachelors,?,Husband,White,Male,<=50K
19434,67,Masters,Exec-managerial,Not-in-family,White,Male,>50K
19435,49,10th,Machine-op-inspct,Not-in-family,Black,Male,<=50K
19436,35,Assoc-voc,Tech-support,Husband,White,Male,>50K
19437,44,Some-college,Exec-managerial,Husband,White,Male,>50K
19438,58,Some-college,?,Husband,White,Male,>50K
19439,22,Assoc-acdm,Protective-serv,Own-child,White,Male,<=50K
19440,21,Some-college,Exec-managerial,Own-child,White,Male,<=50K
19441,50,Some-college,Handlers-cleaners,Husband,White,Male,<=50K
19442,44,Assoc-acdm,Prof-specialty,Husband,White,Male,<=50K
19443,36,Some-college,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,<=50K
19444,30,Some-college,Adm-clerical,Husband,White,Male,>50K
19445,52,HS-grad,Sales,Husband,White,Male,>50K
19446,35,HS-grad,Craft-repair,Husband,White,Male,<=50K
19447,48,Assoc-voc,Protective-serv,Unmarried,White,Male,<=50K
19448,23,HS-grad,Sales,Husband,White,Male,<=50K
19449,37,Masters,Sales,Not-in-family,White,Male,<=50K
19450,44,Masters,Prof-specialty,Husband,White,Male,>50K
19451,44,HS-grad,Transport-moving,Husband,White,Male,>50K
19452,36,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19453,26,Some-college,Exec-managerial,Husband,White,Male,<=50K
19454,31,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
19455,23,HS-grad,?,Own-child,Black,Male,<=50K
19456,29,HS-grad,Craft-repair,Husband,White,Male,<=50K
19457,53,HS-grad,Craft-repair,Unmarried,Black,Female,<=50K
19458,52,Assoc-voc,Exec-managerial,Husband,White,Male,<=50K
19459,55,HS-grad,Handlers-cleaners,Husband,White,Male,>50K
19460,31,10th,Sales,Husband,White,Male,<=50K
19461,19,HS-grad,?,Not-in-family,White,Female,<=50K
19462,64,HS-grad,?,Not-in-family,White,Female,<=50K
19463,55,HS-grad,Sales,Husband,White,Male,<=50K
19464,48,Masters,Prof-specialty,Husband,White,Male,>50K
19465,20,HS-grad,Craft-repair,Own-child,White,Female,<=50K
19466,50,HS-grad,Adm-clerical,Wife,White,Female,>50K
19467,45,Bachelors,Exec-managerial,Husband,White,Male,<=50K
19468,17,10th,Handlers-cleaners,Other-relative,White,Male,<=50K
19469,38,HS-grad,Other-service,Not-in-family,White,Female,<=50K
19470,43,HS-grad,Exec-managerial,Unmarried,White,Female,>50K
19471,22,HS-grad,Craft-repair,Husband,White,Male,<=50K
19472,63,HS-grad,Craft-repair,Not-in-family,White,Female,<=50K
19473,36,Bachelors,Exec-managerial,Husband,White,Male,<=50K
19474,56,Bachelors,Prof-specialty,Husband,White,Male,>50K
19475,43,Prof-school,Prof-specialty,Husband,Black,Male,<=50K
19476,41,Bachelors,Tech-support,Husband,White,Male,>50K
19477,41,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
19478,36,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19479,59,Doctorate,Prof-specialty,Husband,White,Male,>50K
19480,46,Assoc-acdm,Exec-managerial,Husband,White,Male,>50K
19481,23,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
19482,46,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
19483,53,Bachelors,Adm-clerical,Husband,White,Male,>50K
19484,47,HS-grad,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,<=50K
19485,46,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
19486,47,HS-grad,Craft-repair,Husband,White,Male,>50K
19487,29,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
19488,32,Assoc-voc,Exec-managerial,Unmarried,White,Female,<=50K
19489,90,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19490,63,Bachelors,Craft-repair,Husband,White,Male,<=50K
19491,23,Assoc-voc,Prof-specialty,Own-child,Asian-Pac-Islander,Male,<=50K
19492,76,Bachelors,?,Husband,White,Male,<=50K
19493,23,Assoc-voc,Adm-clerical,Not-in-family,White,Female,<=50K
19494,44,Some-college,Adm-clerical,Wife,Other,Female,>50K
19495,81,10th,Exec-managerial,Wife,White,Female,<=50K
19496,17,10th,Other-service,Own-child,Black,Female,<=50K
19497,56,Assoc-voc,Tech-support,Husband,White,Male,>50K
19498,58,10th,Craft-repair,Husband,White,Male,<=50K
19499,45,Bachelors,Adm-clerical,Husband,White,Male,>50K
19500,25,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
19501,36,Bachelors,Prof-specialty,Wife,Asian-Pac-Islander,Female,>50K
19502,32,Assoc-voc,Tech-support,Wife,White,Female,>50K
19503,25,HS-grad,Other-service,Other-relative,White,Male,<=50K
19504,29,Some-college,Adm-clerical,Husband,White,Male,>50K
19505,23,HS-grad,Adm-clerical,Not-in-family,White,Male,<=50K
19506,41,Masters,Prof-specialty,Husband,White,Male,>50K
19507,48,Bachelors,Exec-managerial,Husband,Black,Male,>50K
19508,29,HS-grad,Transport-moving,Husband,White,Male,<=50K
19509,27,Masters,?,Unmarried,Asian-Pac-Islander,Male,<=50K
19510,55,Some-college,Craft-repair,Husband,White,Male,<=50K
19511,30,11th,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,<=50K
19512,45,Some-college,Other-service,Unmarried,Black,Female,<=50K
19513,50,HS-grad,Craft-repair,Own-child,White,Male,<=50K
19514,22,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19515,80,HS-grad,Other-service,Unmarried,Amer-Indian-Eskimo,Female,<=50K
19516,30,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
19517,20,Some-college,Sales,Own-child,White,Female,<=50K
19518,29,HS-grad,Sales,Husband,White,Male,<=50K
19519,56,Some-college,Machine-op-inspct,Husband,White,Male,<=50K
19520,63,Bachelors,Adm-clerical,Husband,White,Male,<=50K
19521,20,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
19522,38,HS-grad,Adm-clerical,Wife,Black,Female,<=50K
19523,31,HS-grad,Craft-repair,Husband,White,Male,<=50K
19524,21,Some-college,Sales,Own-child,White,Male,<=50K
19525,47,10th,Machine-op-inspct,Husband,White,Male,>50K
19526,25,Bachelors,Tech-support,Unmarried,Asian-Pac-Islander,Female,<=50K
19527,31,Some-college,Adm-clerical,Unmarried,Black,Female,<=50K
19528,28,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
19529,38,HS-grad,Transport-moving,Husband,White,Male,<=50K
19530,30,Bachelors,Protective-serv,Husband,White,Male,<=50K
19531,39,HS-grad,Exec-managerial,Husband,White,Male,>50K
19532,27,Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
19533,26,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19534,47,HS-grad,Adm-clerical,Other-relative,White,Female,<=50K
19535,27,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19536,43,Some-college,Protective-serv,Husband,Other,Male,<=50K
19537,32,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19538,20,Some-college,Sales,Own-child,Asian-Pac-Islander,Male,<=50K
19539,21,12th,Handlers-cleaners,Unmarried,Black,Female,<=50K
19540,32,Assoc-voc,Prof-specialty,Not-in-family,White,Male,<=50K
19541,37,Assoc-voc,Machine-op-inspct,Not-in-family,Black,Male,<=50K
19542,45,HS-grad,Craft-repair,Husband,Asian-Pac-Islander,Male,<=50K
19543,37,Assoc-acdm,Sales,Husband,White,Male,>50K
19544,54,9th,?,Not-in-family,White,Female,<=50K
19545,24,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19546,28,11th,?,Not-in-family,White,Male,<=50K
19547,23,Some-college,Farming-fishing,Own-child,White,Male,<=50K
19548,54,HS-grad,?,Husband,White,Male,<=50K
19549,40,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
19550,38,Some-college,Craft-repair,Husband,White,Male,>50K
19551,71,10th,Machine-op-inspct,Husband,White,Male,<=50K
19552,51,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
19553,52,Some-college,Adm-clerical,Unmarried,White,Male,<=50K
19554,30,Bachelors,Sales,Not-in-family,White,Female,<=50K
19555,34,HS-grad,Craft-repair,Husband,White,Male,>50K
19556,38,10th,Machine-op-inspct,Not-in-family,White,Female,<=50K
19557,43,Assoc-voc,Prof-specialty,Not-in-family,White,Female,>50K
19558,43,11th,Transport-moving,Not-in-family,White,Male,<=50K
19559,36,Some-college,Exec-managerial,Not-in-family,Black,Male,>50K
19560,24,Some-college,Adm-clerical,Own-child,White,Female,<=50K
19561,29,1st-4th,?,Own-child,Asian-Pac-Islander,Male,<=50K
19562,55,10th,Other-service,Wife,Black,Female,<=50K
19563,51,Masters,Prof-specialty,Husband,White,Male,>50K
19564,43,HS-grad,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,<=50K
19565,28,HS-grad,Protective-serv,Not-in-family,White,Male,<=50K
19566,54,Assoc-acdm,Sales,Husband,White,Male,<=50K
19567,47,Some-college,Prof-specialty,Husband,White,Male,>50K
19568,47,Bachelors,Sales,Husband,White,Male,>50K
19569,47,Some-college,Other-service,Husband,White,Male,>50K
19570,38,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
19571,60,5th-6th,Farming-fishing,Husband,White,Male,<=50K
19572,19,HS-grad,Sales,Own-child,Amer-Indian-Eskimo,Female,<=50K
19573,22,Some-college,Adm-clerical,Own-child,Black,Female,<=50K
19574,55,Masters,Prof-specialty,Husband,White,Male,>50K
19575,44,Some-college,Sales,Other-relative,Black,Female,<=50K
19576,53,1st-4th,Exec-managerial,Husband,White,Male,>50K
19577,44,Masters,Prof-specialty,Wife,White,Female,>50K
19578,28,Bachelors,Protective-serv,Not-in-family,White,Male,<=50K
19579,30,Some-college,Transport-moving,Unmarried,Black,Female,<=50K
19580,39,HS-grad,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,<=50K
19581,43,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
19582,24,Bachelors,Sales,Other-relative,White,Female,<=50K
19583,27,Assoc-voc,Protective-serv,Not-in-family,White,Male,<=50K
19584,64,5th-6th,Farming-fishing,Husband,White,Male,<=50K
19585,41,Some-college,Farming-fishing,Husband,White,Male,>50K
19586,28,HS-grad,Transport-moving,Own-child,White,Male,<=50K
19587,61,HS-grad,Prof-specialty,Husband,White,Male,<=50K
19588,27,11th,Machine-op-inspct,Unmarried,White,Female,<=50K
19589,49,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19590,20,Some-college,Craft-repair,Husband,White,Male,<=50K
19591,41,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
19592,28,HS-grad,Craft-repair,Husband,White,Male,<=50K
19593,36,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
19594,44,Bachelors,Craft-repair,Own-child,White,Male,<=50K
19595,51,Bachelors,Adm-clerical,Wife,White,Female,>50K
19596,40,Some-college,Prof-specialty,Unmarried,Black,Female,<=50K
19597,19,HS-grad,Craft-repair,Not-in-family,White,Female,<=50K
19598,54,Some-college,Prof-specialty,Wife,White,Female,<=50K
19599,55,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
19600,57,Assoc-voc,Prof-specialty,Not-in-family,White,Female,<=50K
19601,29,Some-college,Priv-house-serv,Not-in-family,White,Female,<=50K
19602,51,HS-grad,Sales,Unmarried,White,Female,<=50K
19603,44,HS-grad,Other-service,Not-in-family,White,Male,<=50K
19604,35,Assoc-voc,Protective-serv,Husband,White,Male,<=50K
19605,40,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19606,46,7th-8th,Other-service,Not-in-family,White,Female,<=50K
19607,25,Some-college,Craft-repair,Husband,White,Male,>50K
19608,33,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
19609,32,Some-college,Machine-op-inspct,Other-relative,White,Female,<=50K
19610,22,HS-grad,Tech-support,Not-in-family,White,Female,<=50K
19611,39,Some-college,Sales,Wife,Asian-Pac-Islander,Female,<=50K
19612,18,HS-grad,Farming-fishing,Own-child,Asian-Pac-Islander,Male,<=50K
19613,43,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
19614,46,HS-grad,Tech-support,Other-relative,White,Male,<=50K
19615,63,Some-college,Sales,Husband,White,Male,>50K
19616,40,Some-college,?,Husband,White,Male,<=50K
19617,59,Bachelors,Exec-managerial,Husband,White,Male,>50K
19618,40,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
19619,23,HS-grad,Other-service,Own-child,White,Male,<=50K
19620,64,HS-grad,?,Husband,White,Male,<=50K
19621,36,Assoc-voc,Sales,Husband,White,Male,<=50K
19622,48,HS-grad,Machine-op-inspct,Unmarried,White,Female,<=50K
19623,43,Some-college,Prof-specialty,Wife,White,Female,>50K
19624,18,10th,Other-service,Own-child,White,Female,<=50K
19625,17,11th,Craft-repair,Own-child,White,Male,<=50K
19626,36,Prof-school,Prof-specialty,Husband,White,Male,<=50K
19627,53,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
19628,36,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19629,20,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
19630,22,Bachelors,Sales,Not-in-family,White,Female,<=50K
19631,34,Bachelors,Prof-specialty,Husband,White,Male,>50K
19632,39,11th,Other-service,Own-child,White,Male,<=50K
19633,57,Some-college,Other-service,Not-in-family,White,Female,<=50K
19634,30,10th,Other-service,Unmarried,White,Female,<=50K
19635,37,Prof-school,Prof-specialty,Husband,White,Male,>50K
19636,51,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
19637,38,HS-grad,Transport-moving,Unmarried,White,Male,<=50K
19638,34,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
19639,47,HS-grad,Adm-clerical,Not-in-family,Black,Female,<=50K
19640,28,HS-grad,Farming-fishing,Husband,White,Male,<=50K
19641,25,10th,Other-service,Not-in-family,White,Male,<=50K
19642,25,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
19643,50,Masters,Exec-managerial,Husband,White,Male,>50K
19644,50,HS-grad,Craft-repair,Husband,White,Male,>50K
19645,43,Bachelors,Craft-repair,Husband,White,Male,<=50K
19646,27,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19647,32,HS-grad,Craft-repair,Husband,White,Male,<=50K
19648,44,10th,Farming-fishing,Unmarried,White,Male,<=50K
19649,19,HS-grad,Sales,Unmarried,Black,Female,<=50K
19650,53,Some-college,Exec-managerial,Not-in-family,White,Male,>50K
19651,21,HS-grad,Protective-serv,Not-in-family,White,Male,<=50K
19652,26,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
19653,68,HS-grad,Transport-moving,Husband,White,Male,<=50K
19654,31,Some-college,Sales,Husband,White,Male,<=50K
19655,32,Bachelors,Exec-managerial,Other-relative,White,Male,>50K
19656,33,Masters,Adm-clerical,Own-child,White,Male,<=50K
19657,49,HS-grad,?,Not-in-family,Black,Male,<=50K
19658,24,11th,Craft-repair,Husband,White,Male,<=50K
19659,30,HS-grad,Sales,Husband,White,Male,<=50K
19660,49,HS-grad,Craft-repair,Husband,White,Male,>50K
19661,18,11th,Handlers-cleaners,Not-in-family,Black,Male,<=50K
19662,30,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
19663,51,HS-grad,Craft-repair,Husband,White,Male,<=50K
19664,52,Some-college,Prof-specialty,Husband,White,Male,<=50K
19665,52,HS-grad,Other-service,Other-relative,White,Male,<=50K
19666,23,HS-grad,Other-service,Own-child,Black,Male,<=50K
19667,23,10th,Craft-repair,Not-in-family,White,Male,<=50K
19668,36,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
19669,19,11th,Craft-repair,Other-relative,White,Male,<=50K
19670,53,HS-grad,Craft-repair,Husband,White,Male,<=50K
19671,17,11th,Handlers-cleaners,Own-child,White,Male,<=50K
19672,69,HS-grad,Handlers-cleaners,Not-in-family,White,Female,<=50K
19673,46,Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
19674,33,HS-grad,Tech-support,Not-in-family,White,Male,<=50K
19675,40,Some-college,Machine-op-inspct,Husband,White,Male,<=50K
19676,56,Some-college,Transport-moving,Husband,White,Male,<=50K
